time_s,Vibration [a.u.],RPM [rpm]
0.1754,-1.208548039,678.93
0.1756,-1.355213913,679.02
0.1758,-1.199449087,679.11
0.176,-1.226577949,679.2
0.1762,-1.279438182,679.29
0.1764,-1.21962245,679.38
0.1766,-1.275752152,679.47
0.1768,-1.233341064,679.56
0.177,-1.293846452,679.65
0.1772,-1.252545366,679.74
0.1774,-1.286746559,679.83
0.1776,-1.298799741,679.92
0.1778,-1.235451774,680.01
0.178,-1.238930372,680.1
0.1782,-1.176835658,680.19
0.1784,-1.135274178,680.28
0.1786,-1.178416622,680.37
0.1788,-1.154025647,680.46
0.179,-1.132790093,680.55
0.1792,-1.190545222,680.64
0.1794,-1.094983715,680.73
0.1796,-1.086820348,680.82
0.1798,-1.069868708,680.91
0.18,-1.091994238,681
0.1802,-1.106448885,681.09
0.1804,-1.015619444,681.18
0.1806,-0.9706498553,681.27
0.1808,-0.9066102199,681.36
0.181,-0.8912265278,681.45
0.1812,-0.8537774896,681.54
0.1814,-0.8720130758,681.63
0.1816,-0.8147050012,681.72
0.1818,-0.8426686013,681.81
0.182,-0.7821202506,681.9
0.1822,-0.7421852821,681.99
0.1824,-0.643474713,682.08
0.1826,-0.7123413873,682.17
0.1828,-0.7433775977,682.26
0.183,-0.6072440111,682.35
0.1832,-0.6633558298,682.44
0.1834,-0.6029759188,682.53
0.1836,-0.5806798706,682.62
0.1838,-0.5731251846,682.71
0.184,-0.4508931541,682.8
0.1842,-0.4475011254,682.89
0.1844,-0.4624999038,682.98
0.1846,-0.4015624018,683.07
0.1848,-0.3876506055,683.16
0.185,-0.3113936233,683.25
0.1852,-0.3165463161,683.34
0.1854,-0.2972031332,683.43
0.1856,-0.257259439,683.52
0.1858,-0.2136981188,683.61
0.186,-0.1492209875,683.7
0.1862,-0.1619860642,683.79
0.1864,-0.09313392048,683.88
0.1866,-0.03606581939,683.97
0.1868,0.07548087924,684.06
0.187,0.05205811989,684.15
0.1872,-0.06573378626,684.24
0.1874,0.06894296489,684.33
0.1876,0.1092094812,684.42
0.1878,0.1735043817,684.51
0.188,0.258939682,684.6
0.1882,0.2611662925,684.69
0.1884,0.1745008193,684.78
0.1886,0.3138165293,684.87
0.1888,0.3405380873,684.96
0.189,0.3871428136,685.05
0.1892,0.4590884081,685.14
0.1894,0.3948844801,685.23
0.1896,0.5160740797,685.32
0.1898,0.4388508034,685.41
0.19,0.5396876757,685.5
0.1902,0.5850979279,685.59
0.1904,0.6930194742,685.68
0.1906,0.6048296055,685.77
0.1908,0.5959468462,685.86
0.191,0.7214443124,685.95
0.1912,0.6972162716,686.04
0.1914,0.815354168,686.13
0.1916,0.7530228976,686.22
0.1918,0.7741864817,686.31
0.192,0.8863579685,686.4
0.1922,0.8666459222,686.49
0.1924,0.9292427151,686.58
0.1926,0.8573004168,686.67
0.1928,1.005149045,686.76
0.193,0.9394292783,686.85
0.1932,1.018912296,686.94
0.1934,0.9683418121,687.03
0.1936,0.9681597148,687.12
0.1938,1.040793713,687.21
0.194,1.078145372,687.3
0.1942,1.153544186,687.39
0.1944,1.12299399,687.48
0.1946,1.155321219,687.57
0.1948,1.169953746,687.66
0.195,1.28408187,687.75
0.1952,1.142205996,687.84
0.1954,1.239567678,687.93
0.1956,1.196991651,688.02
0.1958,1.226162593,688.11
0.196,1.20579902,688.2
0.1962,1.285271506,688.29
0.1964,1.198856338,688.38
0.1966,1.205606871,688.47
0.1968,1.258806756,688.56
0.197,1.228598751,688.65
0.1972,1.310035575,688.74
0.1974,1.324953819,688.83
0.1976,1.263327893,688.92
0.1978,1.329374756,689.01
0.198,1.275325451,689.1
0.1982,1.303045576,689.19
0.1984,1.307324803,689.28
0.1986,1.383594856,689.37
0.1988,1.309256646,689.46
0.199,1.272799512,689.55
0.1992,1.271860786,689.64
0.1994,1.355141688,689.73
0.1996,1.23826956,689.82
0.1998,1.283433009,689.91
0.2,1.283587301,690
0.2002,1.196685291,690.09
0.2004,1.271219427,690.18
0.2006,1.324751792,690.27
0.2008,1.287963914,690.36
0.201,1.236234345,690.45
0.2012,1.292837026,690.54
0.2014,1.278316444,690.63
0.2016,1.330549739,690.72
0.2018,1.211298242,690.81
0.202,1.216392308,690.9
0.2022,1.224081804,690.99
0.2024,1.206957591,691.08
0.2026,1.205616848,691.17
0.2028,1.187132455,691.26
0.203,1.15253575,691.35
0.2032,1.104710325,691.44
0.2034,1.134680309,691.53
0.2036,1.089344988,691.62
0.2038,1.090615609,691.71
0.204,1.098157634,691.8
0.2042,1.127347934,691.89
0.2044,1.128081956,691.98
0.2046,1.039134087,692.07
0.2048,1.07937263,692.16
0.205,1.085566696,692.25
0.2052,1.03786011,692.34
0.2054,0.9601245973,692.43
0.2056,0.9255449129,692.52
0.2058,1.029479301,692.61
0.206,1.02025236,692.7
0.2062,0.9805565569,692.79
0.2064,0.9131849971,692.88
0.2066,0.9993085107,692.97
0.2068,0.975633632,693.06
0.207,0.9111616591,693.15
0.2072,0.8900507826,693.24
0.2074,0.8067101824,693.33
0.2076,0.9012089073,693.42
0.2078,0.7928336401,693.51
0.208,0.8709650556,693.6
0.2082,0.8593943423,693.69
0.2084,0.8205974432,693.78
0.2086,0.8668103773,693.87
0.2088,0.7776766586,693.96
0.209,0.8012864059,694.05
0.2092,0.7968835437,694.14
0.2094,0.7624582064,694.23
0.2096,0.7234684018,694.32
0.2098,0.7773446765,694.41
0.21,0.7331763479,694.5
0.2102,0.6969205093,694.59
0.2104,0.6865803652,694.68
0.2106,0.6872571148,694.77
0.2108,0.7623567736,694.86
0.211,0.6646856074,694.95
0.2112,0.6404351801,695.04
0.2114,0.5972285057,695.13
0.2116,0.5811020453,695.22
0.2118,0.5443096213,695.31
0.212,0.6201724059,695.4
0.2122,0.6027610941,695.49
0.2124,0.5515649933,695.58
0.2126,0.5245644457,695.67
0.2128,0.5625674442,695.76
0.213,0.5464838551,695.85
0.2132,0.5060900975,695.94
0.2134,0.5639287156,696.03
0.2136,0.5501297966,696.12
0.2138,0.5351934901,696.21
0.214,0.561112415,696.3
0.2142,0.4973853425,696.39
0.2144,0.5713551767,696.48
0.2146,0.4700433401,696.57
0.2148,0.5250848732,696.66
0.215,0.5239895703,696.75
0.2152,0.4824138642,696.84
0.2154,0.5013162364,696.93
0.2156,0.4304913866,697.02
0.2158,0.4164834002,697.11
0.216,0.4634738783,697.2
0.2162,0.4373757116,697.29
0.2164,0.4854327766,697.38
0.2166,0.4582782097,697.47
0.2168,0.4771693465,697.56
0.217,0.4607656633,697.65
0.2172,0.4517693768,697.74
0.2174,0.4430230947,697.83
0.2176,0.4201356628,697.92
0.2178,0.4122672182,698.01
0.218,0.508117887,698.1
0.2182,0.3521522323,698.19
0.2184,0.4110387118,698.28
0.2186,0.4545894246,698.37
0.2188,0.4271378103,698.46
0.219,0.4626446542,698.55
0.2192,0.4241636769,698.64
0.2194,0.347536735,698.73
0.2196,0.3807135522,698.82
0.2198,0.3334965448,698.91
0.22,0.4248232543,699
0.2202,0.4388120153,699.09
0.2204,0.358997993,699.18
0.2206,0.3938681553,699.27
0.2208,0.3511073701,699.36
0.221,0.3052903026,699.45
0.2212,0.3401575544,699.54
0.2214,0.2898012696,699.63
0.2216,0.3253264218,699.72
0.2218,0.3513707995,699.81
0.222,0.366676002,699.9
0.2222,0.384016398,699.99
0.2224,0.3132885295,700.08
0.2226,0.3303214045,700.17
0.2228,0.3318675691,700.26
0.223,0.3312163926,700.35
0.2232,0.1887449743,700.44
0.2234,0.2653008466,700.53
0.2236,0.3217529019,700.62
0.2238,0.2384213686,700.71
0.224,0.2862450651,700.8
0.2242,0.3026685637,700.89
0.2244,0.1862454999,700.98
0.2246,0.247113864,701.07
0.2248,0.2566896454,701.16
0.225,0.2399303247,701.25
0.2252,0.1704133573,701.34
0.2254,0.2374516666,701.43
0.2256,0.1929337156,701.52
0.2258,0.2399192205,701.61
0.226,0.2157038466,701.7
0.2262,0.167811575,701.79
0.2264,0.1880145156,701.88
0.2266,0.1443805459,701.97
0.2268,0.1348751182,702.06
0.227,0.09043740281,702.15
0.2272,0.1347094784,702.24
0.2274,0.1669279742,702.33
0.2276,0.1296467985,702.42
0.2278,0.114417163,702.51
0.228,0.08019896297,702.6
0.2282,0.07442943634,702.69
0.2284,0.1151513259,702.78
0.2286,0.01553706682,702.87
0.2288,0.1476808392,702.96
0.229,0.05240389397,703.05
0.2292,0.1316127001,703.14
0.2294,0.08140145123,703.23
0.2296,0.0073488561,703.32
0.2298,0.04308335011,703.41
0.23,0.01358260543,703.5
0.2302,0.01141537018,703.59
0.2304,0.01429040197,703.68
0.2306,-0.04974631148,703.77
0.2308,-0.06294819425,703.86
0.231,-0.06527707765,703.95
0.2312,-0.1135045014,704.04
0.2314,-0.07955607405,704.13
0.2316,-0.07005573526,704.22
0.2318,-0.07933952379,704.31
0.232,-0.09167101011,704.4
0.2322,-0.1251839721,704.49
0.2324,-0.08773944824,704.58
0.2326,-0.2111170022,704.67
0.2328,-0.1546488218,704.76
0.233,-0.1615163248,704.85
0.2332,-0.1219927616,704.94
0.2334,-0.140630729,705.03
0.2336,-0.144414383,705.12
0.2338,-0.1849737781,705.21
0.234,-0.1565497243,705.3
0.2342,-0.2434836932,705.39
0.2344,-0.2091764159,705.48
0.2346,-0.3050557192,705.57
0.2348,-0.1603709235,705.66
0.235,-0.1734054442,705.75
0.2352,-0.2690193328,705.84
0.2354,-0.2868471487,705.93
0.2356,-0.3444865931,706.02
0.2358,-0.3293081161,706.11
0.236,-0.2704523117,706.2
0.2362,-0.2887300609,706.29
0.2364,-0.3483936753,706.38
0.2366,-0.3161219684,706.47
0.2368,-0.3293164737,706.56
0.237,-0.2903523034,706.65
0.2372,-0.2869747485,706.74
0.2374,-0.3302253459,706.83
0.2376,-0.3227588206,706.92
0.2378,-0.3333439816,707.01
0.238,-0.4223232598,707.1
0.2382,-0.3370498698,707.19
0.2384,-0.3521442439,707.28
0.2386,-0.3247420527,707.37
0.2388,-0.43327034,707.46
0.239,-0.3341823604,707.55
0.2392,-0.3951412237,707.64
0.2394,-0.3636265122,707.73
0.2396,-0.3304661002,707.82
0.2398,-0.4424816544,707.91
0.24,-0.4403544637,708
0.2402,-0.3524605945,708.09
0.2404,-0.4421816552,708.18
0.2406,-0.4391667232,708.27
0.2408,-0.3808903169,708.36
0.241,-0.4172797595,708.45
0.2412,-0.3821415037,708.54
0.2414,-0.4053864772,708.63
0.2416,-0.4225243738,708.72
0.2418,-0.3862045899,708.81
0.242,-0.3421799751,708.9
0.2422,-0.437869648,708.99
0.2424,-0.3788809092,709.08
0.2426,-0.396979562,709.17
0.2428,-0.4422337967,709.26
0.243,-0.4327375512,709.35
0.2432,-0.4930046747,709.44
0.2434,-0.4847289616,709.53
0.2436,-0.4536359844,709.62
0.2438,-0.4714131776,709.71
0.244,-0.4223890698,709.8
0.2442,-0.5314993364,709.89
0.2444,-0.4964421535,709.98
0.2446,-0.5155886999,710.07
0.2448,-0.5016909717,710.16
0.245,-0.4547450021,710.25
0.2452,-0.555489983,710.34
0.2454,-0.4792960863,710.43
0.2456,-0.5432156272,710.52
0.2458,-0.5390917881,710.61
0.246,-0.4928991681,710.7
0.2462,-0.5511490751,710.79
0.2464,-0.5203058477,710.88
0.2466,-0.5498774882,710.97
0.2468,-0.5690531089,711.06
0.247,-0.584487354,711.15
0.2472,-0.6475373352,711.24
0.2474,-0.6165826677,711.33
0.2476,-0.5887473527,711.42
0.2478,-0.5962988406,711.51
0.248,-0.6733104714,711.6
0.2482,-0.5830306109,711.69
0.2484,-0.6099863464,711.78
0.2486,-0.6950799241,711.87
0.2488,-0.6950524374,711.96
0.249,-0.6436064861,712.05
0.2492,-0.7451820164,712.14
0.2494,-0.7156159902,712.23
0.2496,-0.6994074965,712.32
0.2498,-0.7139739671,712.41
0.25,-0.7230495701,712.5
0.2502,-0.7172366528,712.59
0.2504,-0.7771836182,712.68
0.2506,-0.7773055866,712.77
0.2508,-0.6884334785,712.86
0.251,-0.8397485921,712.95
0.2512,-0.8148133321,713.04
0.2514,-0.8057801991,713.13
0.2516,-0.8496741448,713.22
0.2518,-0.7886107842,713.31
0.252,-0.8484810915,713.4
0.2522,-0.8350679406,713.49
0.2524,-0.9842192223,713.58
0.2526,-0.8462344103,713.67
0.2528,-0.8621279462,713.76
0.253,-0.9527840411,713.85
0.2532,-0.8846741641,713.94
0.2534,-0.9408145935,714.03
0.2536,-0.928796837,714.12
0.2538,-0.9078770366,714.21
0.254,-0.9908609943,714.3
0.2542,-1.049865442,714.39
0.2544,-1.024126822,714.48
0.2546,-1.089038197,714.57
0.2548,-1.084241944,714.66
0.255,-1.096765777,714.75
0.2552,-1.108547709,714.84
0.2554,-1.047103606,714.93
0.2556,-1.073824745,715.02
0.2558,-1.156493953,715.11
0.256,-1.088341879,715.2
0.2562,-1.213641008,715.29
0.2564,-1.18517292,715.38
0.2566,-1.176615369,715.47
0.2568,-1.13526485,715.56
0.257,-1.165182656,715.65
0.2572,-1.187140661,715.74
0.2574,-1.163829756,715.83
0.2576,-1.197509478,715.92
0.2578,-1.181245291,716.01
0.258,-1.276691486,716.1
0.2582,-1.321632003,716.19
0.2584,-1.278918472,716.28
0.2586,-1.236642109,716.37
0.2588,-1.266584215,716.46
0.259,-1.247911153,716.55
0.2592,-1.260968056,716.64
0.2594,-1.274024788,716.73
0.2596,-1.266509243,716.82
0.2598,-1.331855793,716.91
0.26,-1.262660983,717
0.2602,-1.349202417,717.09
0.2604,-1.315274583,717.18
0.2606,-1.368366363,717.27
0.2608,-1.29171235,717.36
0.261,-1.373550634,717.45
0.2612,-1.253783657,717.54
0.2614,-1.361732788,717.63
0.2616,-1.294524442,717.72
0.2618,-1.306666119,717.81
0.262,-1.331487422,717.9
0.2622,-1.240787278,717.99
0.2624,-1.30153898,718.08
0.2626,-1.218352098,718.17
0.2628,-1.309938513,718.26
0.263,-1.291879506,718.35
0.2632,-1.32982697,718.44
0.2634,-1.216693301,718.53
0.2636,-1.190300862,718.62
0.2638,-1.205284367,718.71
0.264,-1.207115478,718.8
0.2642,-1.222967884,718.89
0.2644,-1.076501882,718.98
0.2646,-1.124501786,719.07
0.2648,-1.21083815,719.16
0.265,-1.131241276,719.25
0.2652,-1.204252861,719.34
0.2654,-1.016585346,719.43
0.2656,-0.9798122018,719.52
0.2658,-0.9787677747,719.61
0.266,-1.016954063,719.7
0.2662,-1.015158104,719.79
0.2664,-1.02347407,719.88
0.2666,-0.9209219715,719.97
0.2668,-0.9463242578,720.06
0.267,-0.9049463025,720.15
0.2672,-0.8881774828,720.24
0.2674,-0.8468492036,720.33
0.2676,-0.7697017541,720.42
0.2678,-0.7084809925,720.51
0.268,-0.7399498514,720.6
0.2682,-0.7143879042,720.69
0.2684,-0.7283460071,720.78
0.2686,-0.7009442552,720.87
0.2688,-0.6616624244,720.96
0.269,-0.5503425604,721.05
0.2692,-0.5421780438,721.14
0.2694,-0.4790470857,721.23
0.2696,-0.4661995288,721.32
0.2698,-0.4642181684,721.41
0.27,-0.4624472771,721.5
0.2702,-0.3914579702,721.59
0.2704,-0.3977841994,721.68
0.2706,-0.2235320513,721.77
0.2708,-0.2562358501,721.86
0.271,-0.2447351548,721.95
0.2712,-0.1126026441,722.04
0.2714,-0.1706641719,722.13
0.2716,-0.09525894009,722.22
0.2718,-0.08649998865,722.31
0.272,-0.02775455372,722.4
0.2722,-0.01910366371,722.49
0.2724,0.05337953993,722.58
0.2726,0.128728633,722.67
0.2728,0.05830151817,722.76
0.273,0.05730520544,722.85
0.2732,0.2386794109,722.94
0.2734,0.2283777818,723.03
0.2736,0.2939684572,723.12
0.2738,0.2840253092,723.21
0.274,0.3945901406,723.3
0.2742,0.4421442634,723.39
0.2744,0.357516467,723.48
0.2746,0.4674435272,723.57
0.2748,0.4509313311,723.66
0.275,0.4453137845,723.75
0.2752,0.5324391138,723.84
0.2754,0.6013780223,723.93
0.2756,0.5564526046,724.02
0.2758,0.5925557082,724.11
0.276,0.7264271194,724.2
0.2762,0.70947945,724.29
0.2764,0.7553685328,724.38
0.2766,0.723237991,724.47
0.2768,0.7725703901,724.56
0.277,0.8327828702,724.65
0.2772,0.8636087955,724.74
0.2774,0.8893092353,724.83
0.2776,0.9743718578,724.92
0.2778,0.9426450284,725.01
0.278,0.8990869777,725.1
0.2782,0.9498870525,725.19
0.2784,1.006294907,725.28
0.2786,1.082831823,725.37
0.2788,1.025141839,725.46
0.279,1.057942969,725.55
0.2792,1.092646416,725.64
0.2794,1.084215166,725.73
0.2796,1.097641642,725.82
0.2798,1.138698797,725.91
0.28,1.204752211,726
0.2802,1.199585999,726.09
0.2804,1.182957051,726.18
0.2806,1.224484329,726.27
0.2808,1.169035585,726.36
0.281,1.273057308,726.45
0.2812,1.273519782,726.54
0.2814,1.265607385,726.63
0.2816,1.196638661,726.72
0.2818,1.352946329,726.81
0.282,1.159682864,726.9
0.2822,1.243913146,726.99
0.2824,1.252532376,727.08
0.2826,1.322401792,727.17
0.2828,1.237378576,727.26
0.283,1.310332202,727.35
0.2832,1.296615855,727.44
0.2834,1.292162237,727.53
0.2836,1.338866166,727.62
0.2838,1.361388222,727.71
0.284,1.318595651,727.8
0.2842,1.289386623,727.89
0.2844,1.205529879,727.98
0.2846,1.353676354,728.07
0.2848,1.277787314,728.16
0.285,1.210077326,728.25
0.2852,1.285865165,728.34
0.2854,1.33176501,728.43
0.2856,1.260543952,728.52
0.2858,1.21146481,728.61
0.286,1.341940479,728.7
0.2862,1.266905814,728.79
0.2864,1.246870505,728.88
0.2866,1.264358049,728.97
0.2868,1.125218979,729.06
0.287,1.199556148,729.15
0.2872,1.184608259,729.24
0.2874,1.271513594,729.33
0.2876,1.145030267,729.42
0.2878,1.133205777,729.51
0.288,1.086649773,729.6
0.2882,1.096713906,729.69
0.2884,1.108442069,729.78
0.2886,1.113894883,729.87
0.2888,1.081467862,729.96
0.289,1.156755473,730.05
0.2892,1.081312901,730.14
0.2894,1.072901631,730.23
0.2896,1.087978498,730.32
0.2898,1.043629981,730.41
0.29,0.9821089961,730.5
0.2902,0.9258471271,730.59
0.2904,0.9881814327,730.68
0.2906,0.9251614481,730.77
0.2908,0.9973345297,730.86
0.291,0.8979614938,730.95
0.2912,0.8239354382,731.04
0.2914,0.9011621936,731.13
0.2916,0.9282654855,731.22
0.2918,0.8617545064,731.31
0.292,0.86304622,731.4
0.2922,0.8475179618,731.49
0.2924,0.8968775728,731.58
0.2926,0.8251376998,731.67
0.2928,0.7973015622,731.76
0.293,0.7602180307,731.85
0.2932,0.7050191939,731.94
0.2934,0.8154483306,732.03
0.2936,0.791800462,732.12
0.2938,0.6935813252,732.21
0.294,0.7443444122,732.3
0.2942,0.720477427,732.39
0.2944,0.6795935385,732.48
0.2946,0.6704500998,732.57
0.2948,0.7021436417,732.66
0.295,0.6112413896,732.75
0.2952,0.6279589437,732.84
0.2954,0.6351853844,732.93
0.2956,0.6275197814,733.02
0.2958,0.6090454629,733.11
0.296,0.6165112994,733.2
0.2962,0.619569313,733.29
0.2964,0.5523583128,733.38
0.2966,0.5830156982,733.47
0.2968,0.5493312256,733.56
0.297,0.6234691301,733.65
0.2972,0.4968878107,733.74
0.2974,0.5364716325,733.83
0.2976,0.5666779122,733.92
0.2978,0.5192707037,734.01
0.298,0.510116428,734.1
0.2982,0.4948228574,734.19
0.2984,0.5227011044,734.28
0.2986,0.4562593611,734.37
0.2988,0.4939484355,734.46
0.299,0.4870963588,734.55
0.2992,0.4259595881,734.64
0.2994,0.4908430185,734.73
0.2996,0.4553781524,734.82
0.2998,0.4815363717,734.91
0.3,0.4987932202,735
0.3002,0.4728274328,735.09
0.3004,0.4060959465,735.18
0.3006,0.4623540226,735.27
0.3008,0.3797582324,735.36
0.301,0.409049178,735.45
0.3012,0.503412926,735.54
0.3014,0.431499175,735.63
0.3016,0.4901482958,735.72
0.3018,0.415337592,735.81
0.302,0.4188145106,735.9
0.3022,0.3689388061,735.99
0.3024,0.4481834659,736.08
0.3026,0.39767693,736.17
0.3028,0.4268590339,736.26
0.303,0.4149265463,736.35
0.3032,0.414655093,736.44
0.3034,0.4018994013,736.53
0.3036,0.3827318249,736.62
0.3038,0.3797799277,736.71
0.304,0.3472066923,736.8
0.3042,0.2844616056,736.89
0.3044,0.3856838919,736.98
0.3046,0.4453780274,737.07
0.3048,0.3998487553,737.16
0.305,0.4456605499,737.25
0.3052,0.3654843004,737.34
0.3054,0.3015287004,737.43
0.3056,0.2950274544,737.52
0.3058,0.3595105859,737.61
0.306,0.337304981,737.7
0.3062,0.3107435528,737.79
0.3064,0.3412742331,737.88
0.3066,0.2693856458,737.97
0.3068,0.3194350015,738.06
0.307,0.280095533,738.15
0.3072,0.2909057669,738.24
0.3074,0.3254587584,738.33
0.3076,0.2644404083,738.42
0.3078,0.3182469181,738.51
0.308,0.3086132621,738.6
0.3082,0.2161894876,738.69
0.3084,0.3329466467,738.78
0.3086,0.1803918261,738.87
0.3088,0.218068546,738.96
0.309,0.2433125022,739.05
0.3092,0.1122813097,739.14
0.3094,0.2374945417,739.23
0.3096,0.2326064945,739.32
0.3098,0.1726315178,739.41
0.31,0.1787428418,739.5
0.3102,0.1668110759,739.59
0.3104,0.1398440176,739.68
0.3106,0.1818181761,739.77
0.3108,0.1132499295,739.86
0.311,0.1163989822,739.95
0.3112,0.1227189954,740.04
0.3114,0.1319816811,740.13
0.3116,0.1317447584,740.22
0.3118,0.01655663296,740.31
0.312,-0.01653877823,740.4
0.3122,0.04956837371,740.49
0.3124,0.04219154093,740.58
0.3126,-0.01029596324,740.67
0.3128,0.03513718631,740.76
0.313,0.0374178835,740.85
0.3132,0.01652742324,740.94
0.3134,0.05706854563,741.03
0.3136,-0.06271292884,741.12
0.3138,-0.03061370391,741.21
0.314,0.0358864817,741.3
0.3142,-0.02558794912,741.39
0.3144,-0.109190611,741.48
0.3146,-0.06633401896,741.57
0.3148,-0.03728397067,741.66
0.315,-0.01114479198,741.75
0.3152,-0.07918902803,741.84
0.3154,-0.06904615448,741.93
0.3156,-0.1717107046,742.02
0.3158,-0.1468517494,742.11
0.316,-0.09828743648,742.2
0.3162,-0.1955688305,742.29
0.3164,-0.1688619527,742.38
0.3166,-0.2517285773,742.47
0.3168,-0.1253182492,742.56
0.317,-0.1999609772,742.65
0.3172,-0.1807611094,742.74
0.3174,-0.2736717237,742.83
0.3176,-0.2747190357,742.92
0.3178,-0.1563330984,743.01
0.318,-0.2523035191,743.1
0.3182,-0.2686924692,743.19
0.3184,-0.2338759922,743.28
0.3186,-0.2399713696,743.37
0.3188,-0.349725648,743.46
0.319,-0.31715532,743.55
0.3192,-0.2827709689,743.64
0.3194,-0.2916920803,743.73
0.3196,-0.2845350094,743.82
0.3198,-0.3229265661,743.91
0.32,-0.3233972224,744
0.3202,-0.3096465898,744.09
0.3204,-0.3525068331,744.18
0.3206,-0.3644340255,744.27
0.3208,-0.3586562637,744.36
0.321,-0.3418398886,744.45
0.3212,-0.3537101272,744.54
0.3214,-0.3724353407,744.63
0.3216,-0.3684737424,744.72
0.3218,-0.3654307152,744.81
0.322,-0.3554455658,744.9
0.3222,-0.3586437812,744.99
0.3224,-0.4302986237,745.08
0.3226,-0.3433771086,745.17
0.3228,-0.4523012005,745.26
0.323,-0.3698646584,745.35
0.3232,-0.4251034642,745.44
0.3234,-0.3774589664,745.53
0.3236,-0.3624289358,745.62
0.3238,-0.4858721437,745.71
0.324,-0.3897472297,745.8
0.3242,-0.4074058358,745.89
0.3244,-0.4416234905,745.98
0.3246,-0.4117111896,746.07
0.3248,-0.4517066559,746.16
0.325,-0.4313807011,746.25
0.3252,-0.4831902322,746.34
0.3254,-0.4136643159,746.43
0.3256,-0.4262552679,746.52
0.3258,-0.4248846046,746.61
0.326,-0.4862571058,746.7
0.3262,-0.3906321745,746.79
0.3264,-0.3902985824,746.88
0.3266,-0.47895981,746.97
0.3268,-0.497778731,747.06
0.327,-0.5031188664,747.15
0.3272,-0.4648190342,747.24
0.3274,-0.4571377198,747.33
0.3276,-0.5350598475,747.42
0.3278,-0.5932638434,747.51
0.328,-0.4998828264,747.6
0.3282,-0.5268774158,747.69
0.3284,-0.5255596904,747.78
0.3286,-0.5191434927,747.87
0.3288,-0.5926318876,747.96
0.329,-0.5532631608,748.05
0.3292,-0.5762384365,748.14
0.3294,-0.5576916006,748.23
0.3296,-0.5325891507,748.32
0.3298,-0.5909816362,748.41
0.33,-0.6351424219,748.5
0.3302,-0.5601616787,748.59
0.3304,-0.5919430954,748.68
0.3306,-0.6391807222,748.77
0.3308,-0.7144257101,748.86
0.331,-0.6880834317,748.95
0.3312,-0.658314379,749.04
0.3314,-0.6536428746,749.13
0.3316,-0.7089193211,749.22
0.3318,-0.682255718,749.31
0.332,-0.7378701971,749.4
0.3322,-0.74207119,749.49
0.3324,-0.7165636307,749.58
0.3326,-0.7621644534,749.67
0.3328,-0.7591028803,749.76
0.333,-0.7431928356,749.85
0.3332,-0.7468788185,749.94
0.3334,-0.8302445918,750.03
0.3336,-0.831028063,750.12
0.3338,-0.8886968583,750.21
0.334,-0.9025650812,750.3
0.3342,-0.8528789095,750.39
0.3344,-0.9007889584,750.48
0.3346,-0.9694862948,750.57
0.3348,-0.8887654353,750.66
0.335,-0.9590458914,750.75
0.3352,-0.9531368982,750.84
